date,AXS Price,AXS Mk Cap,SLP Price,SLP Mk Cap,ETH Price,ETH Mk Cap,SPS Price,SPS Mk Cap,TLM Price,TLM Mk Cap,MANA Price,MANA Mk Cap,ATLAS Price,ATLAS Mk Cap,SAND Price,SAND Mk Cap,ILV Price,ILV Mk Cap,AXS Circ. Supply per CoinGecko
2021-10-15,135.20618735364974,8266499596.337084,0.08019712677597539,172552636.08817884,3794.516888224821,447060207235.15424,0.8899920574649095,134438003.5301462,0.19959181888348781,247684643.329809,0.7739498640200291,1027129002.4694343,0.09424685692942024,203581047.85880885,0.7777502141854239,694566997.049017,704.9241919203682,447614427.1179662,61139950.45740737
2021-10-16,126.47597576556932,7747161999.172384,0.07434840568720102,159467275.06979254,3885.641764529699,457796523350.2234,0.8611404885808916,131697942.5020321,0.19857662655265929,246356207.8730395,0.7626182150570888,1013054283.69958,0.0968236679631425,209139122.8003878,0.7442885059711809,664199247.7931421,725.3191131364987,460601978.1233391,61254020.396191336
2021-10-17,125.63192509126833,7688798676.014194,0.07334315545794298,158079342.90308782,3854.498461449342,453064999520.12646,0.8101273402180174,122532097.69893868,0.19829265063740129,246593926.38784567,0.8117549808740288,1075204679.5171983,0.0934651313626498,202371727.62866262,0.7584314705522306,672466907.009782,726.6582829805517,462104799.3517167,61200993.85907269
2021-10-18,124.62462132891305,7614781901.010621,0.07062996300318851,150756167.01828206,3854.223686940845,453191180361.09015,0.8338056308161794,126150349.38249211,0.19068535660965524,236413417.14894545,0.7654663594793711,1015256648.3740525,0.09244045899840311,200014968.33733043,0.7238196995867217,652161501.8989574,725.9269939155902,460850146.9989904,61101745.54443347
2021-10-19,122.17159446450084,7514685484.879025,0.06916917274608185,149197394.19085053,3752.61872738495,443346920004.58325,0.8429902016781161,124811821.70601861,0.18778375702309577,233034022.18637082,0.7495865156893629,996908467.5290534,0.09057193602879472,195402206.0086152,0.732092452883028,649896166.6931013,714.4829778822237,455142520.10363233,61509269.137537144
2021-10-20,122.4172211393308,7477705738.685649,0.06800578819605907,146245366.57362267,3884.5872952429017,457653555321.406,0.7539679381601295,111059937.79293618,0.18764972003329217,232781285.8339523,0.7742416501052373,1028997179.2225591,0.0901269383729891,194680116.36604127,0.734679282811219,654246550.7340344,746.347941284032,473479242.167095,61083772.92909466
2021-10-21,128.0083029200504,7837548340.02999,0.0701649151848627,150582016.9185119,4170.107932886265,491589810670.4509,0.7644881798430896,116661534.24627294,0.19686310483431044,243988789.2659959,0.8167546478765388,1083822715.9197614,0.09917414304120742,213475964.04145682,0.7801424954874908,697285600.0573139,797.5088033215624,505668752.9365418,61226874.82955738
2021-10-22,120.57390331412688,7392607361.527866,0.06695819068966581,143567234.49073508,4074.8601575202883,481528471021.37964,0.6722347928091754,102777607.52398096,0.1913144270542973,236961755.61377448,0.7902687555145499,1048734509.4537084,0.09089596841839172,196187235.73055333,0.7574553605073476,676516748.3862022,779.3678563483649,494000795.46893835,61311835.798067935
2021-10-23,128.81190943772052,7878398412.0916195,0.06873000763088212,147474990.3839086,3990.711976433473,471642481174.71185,0.638059380924163,97607947.01084691,0.19309147248393502,239392658.72589633,0.7938914005451844,1052968176.3085321,0.08664600466258843,187050816.89462706,0.7657306480702347,683292184.0887403,792.5660027349601,502256039.1491596,61162034.21315449
2021-10-24,126.33856770721803,7714963309.7762985,0.06784793601237836,145596665.8689885,4179.44229816945,493125402509.4343,0.5978385224411007,91581036.18558434,0.19295844339682186,238572918.03622183,0.7945956602443851,1054897035.44125,0.0871142604135801,188044710.3074231,0.7675309748381627,683528411.7135917,829.4781115385069,525474398.72176206,61065781.018313095
